Date,Close
2019-01-02,128.08309936523438
2019-01-03,124.21673583984375
2019-01-04,127.50835418701172
2019-01-07,129.30764770507812
2019-01-08,130.2252655029297
2019-01-09,130.0130157470703
2019-01-10,130.47344970703125
2019-01-11,129.2913360595703
2019-01-14,129.9019775390625
2019-01-15,124.55960845947266
2019-01-16,126.35562896728516
2019-01-17,128.8341827392578
2019-01-18,130.140380859375
2019-01-22,128.65127563476562
2019-01-23,128.46189880371094
2019-01-24,127.43978881835938
2019-01-25,128.27903747558594
2019-01-28,129.64073181152344
2019-01-29,131.60000610351562
2019-01-30,132.32826232910156
2019-01-31,137.64776611328125
2019-02-01,136.17828369140625
2019-02-04,136.81179809570312
2019-02-05,137.74899291992188
2019-02-06,137.49427795410156
2019-02-07,136.5342254638672
2019-02-08,137.48121643066406
2019-02-11,138.3629150390625
2019-02-12,142.78114318847656
2019-02-13,141.71987915039062
2019-02-14,140.99818420410156
2019-02-15,143.4146270751953
2019-02-19,142.8823699951172
2019-02-20,143.4440460205078
2019-02-21,143.58447265625
2019-02-22,144.01333618164062
2019-02-25,143.2930450439453
2019-02-26,142.1930389404297
2019-02-27,144.1573944091797
2019-02-28,141.8263702392578
2019-03-01,142.94602966308594
2019-03-04,143.3159942626953
2019-03-05,141.24685668945312
2019-03-06,138.24468994140625
2019-03-07,135.55679321289062
2019-03-08,136.51280212402344
2019-03-11,140.12063598632812
2019-03-12,138.3887481689453
2019-03-13,139.2105255126953
2019-03-14,140.39239501953125
2019-03-15,141.1159210205078
2019-03-18,141.220703125
2019-03-19,140.8671112060547
2019-03-20,140.53643798828125
2019-03-21,141.96714782714844
2019-03-22,137.74050903320312
2019-03-25,138.28724670410156
2019-03-26,137.63572692871094
2019-03-27,139.6950225830078
2019-03-28,141.17813110351562
2019-03-29,141.0111541748047
2019-04-01,141.86891174316406
2019-04-02,143.12611389160156
2019-04-03,144.27525329589844
2019-04-04,145.48663330078125
2019-04-05,147.07447814941406
2019-04-08,146.1577606201172
2019-04-09,145.27706909179688
2019-04-10,145.2672882080078
2019-04-11,145.1199493408203
2019-04-12,144.55352783203125
2019-04-15,145.2869110107422
2019-04-16,147.4804229736328
2019-04-17,145.00534057617188
2019-04-18,148.1221160888672
2019-04-22,147.9453125
2019-04-23,150.7445526123047
2019-04-24,149.9129638671875
2019-04-25,147.7521514892578
2019-04-26,149.51028442382812
2019-04-29,147.8274688720703
2019-04-30,148.90785217285156
2019-05-01,146.50807189941406
2019-05-02,148.20071411132812
2019-05-03,149.26144409179688
2019-05-06,148.1123046875
2019-05-07,146.33786010742188
2019-05-08,145.52919006347656
2019-05-09,144.6943359375
2019-05-10,144.0264434814453
2019-05-13,141.07009887695312
2019-05-14,142.2224884033203
2019-05-15,141.07989501953125
2019-05-16,142.22552490234375
2019-05-17,143.01333618164062
2019-05-20,139.34674072265625
2019-05-21,141.77906799316406
2019-05-22,141.62155151367188
2019-05-23,141.33596801757812
2019-05-24,141.3852081298828
2019-05-28,140.17393493652344
2019-05-29,139.9802703857422
2019-05-30,139.36642456054688
2019-05-31,137.68577575683594
2019-06-03,140.1017303466797
2019-06-04,142.9181365966797
2019-06-05,147.63841247558594
2019-06-06,153.14979553222656
2019-06-07,155.58541870117188
2019-06-10,154.78775024414062
2019-06-11,154.56455993652344
2019-06-12,155.54931640625
2019-06-13,157.2365264892578
2019-06-14,155.47711181640625
2019-06-17,153.5436553955078
2019-06-18,152.56219482421875
2019-06-19,152.6376953125
2019-06-20,154.82386779785156
2019-06-21,152.86419677734375
2019-06-24,152.95281982421875
2019-06-25,152.0895233154297
2019-06-26,149.1155548095703
2019-06-27,149.27310180664062
2019-06-28,150.4351348876953
2019-07-01,151.4231719970703
2019-07-02,152.10922241210938
2019-07-03,154.3314971923828
2019-07-05,153.0119171142578
2019-07-08,151.91226196289062
2019-07-09,151.6988983154297
2019-07-10,150.18893432617188
2019-07-11,152.70333862304688
2019-07-12,154.19033813476562
2019-07-15,155.54931640625
2019-07-16,153.4714813232422
2019-07-17,149.9624481201172
2019-07-18,150.23818969726562
2019-07-19,149.88037109375
2019-07-22,149.2205810546875
2019-07-23,160.91954040527344
2019-07-24,164.49749755859375
2019-07-25,167.17933654785156
2019-07-26,168.16407775878906
2019-07-29,167.45506286621094
2019-07-30,169.05694580078125
2019-07-31,168.406982421875
2019-08-01,168.37744140625
2019-08-02,167.5634002685547
2019-08-05,162.60345458984375
2019-08-06,163.75563049316406
2019-08-07,168.3905792236328
2019-08-08,171.7781524658203
2019-08-09,170.61285400390625
2019-08-12,169.2899932861328
2019-08-13,172.61192321777344
2019-08-14,169.1356964111328
2019-08-15,171.13258361816406
2019-08-16,174.38613891601562
2019-08-19,173.8433380126953
2019-08-20,172.3826904296875
2019-08-21,173.58676147460938
2019-08-22,172.21820068359375
2019-08-23,168.63238525390625
2019-08-26,168.915283203125
2019-08-27,169.55023193359375
2019-08-28,171.95175170898438
2019-08-29,172.60638427734375
2019-08-30,173.28736877441406
2019-09-03,173.4288330078125
2019-09-04,175.89285278320312
2019-09-05,175.84352111816406
2019-09-06,175.91587829589844
2019-09-09,172.06358337402344
2019-09-10,171.63592529296875
2019-09-11,173.501220703125
2019-09-12,177.3008575439453
2019-09-13,178.14633178710938
2019-09-16,173.53082275390625
2019-09-17,176.8304443359375
2019-09-18,178.58058166503906
2019-09-19,180.86366271972656
2019-09-20,181.11367797851562
2019-09-23,178.1890869140625
2019-09-24,178.46871948242188
2019-09-25,179.1398468017578
2019-09-26,180.39321899414062
2019-09-27,179.05429077148438
2019-09-30,180.8932647705078
2019-10-01,179.24508666992188
2019-10-02,177.97854614257812
2019-10-03,178.69570922851562
2019-10-04,180.55442810058594
2019-10-07,180.69918823242188
2019-10-08,179.60037231445312
2019-10-09,182.79803466796875
2019-10-10,183.79812622070312
2019-10-11,180.9393310546875
2019-10-14,181.05117797851562
2019-10-15,183.86061096191406
2019-10-16,185.6206512451172
2019-10-17,184.40341186523438
2019-10-18,184.50869750976562
2019-10-21,181.07089233398438
2019-10-22,186.49240112304688
2019-10-23,185.4989013671875
2019-10-24,188.84786987304688
2019-10-25,189.1373748779297
2019-10-28,190.2262725830078
2019-10-29,191.3349151611328
2019-10-30,192.85479736328125
2019-10-31,188.2787322998047
2019-11-01,190.6868438720703
2019-11-04,187.84449768066406
2019-11-05,185.84104919433594
