Date,value
2019-01-02,59.891153222712596
2019-01-03,60.10751944670694
2019-01-04,59.632950012125676
2019-01-07,60.11183810869638
2019-01-08,61.014820805965115
2019-01-09,61.365336088403545
2019-01-10,60.93404488054638
2019-01-11,60.781145090791206
2019-01-14,60.856143388266915
2019-01-15,58.2496393024742
2019-01-16,58.61890437470222
2019-01-17,59.25647967659237
2019-01-18,61.04799739298328
2019-01-22,60.694584621490016
2019-01-23,60.658533665818034
2019-01-24,60.34407642123838
2019-01-25,60.709027629705076
2019-01-28,60.05558948074023
2019-01-29,60.916715014075955
2019-01-30,61.637964229086045
2019-01-31,61.42302754393228
2019-02-01,64.74066649454541
2019-02-04,64.205520381363
2019-02-05,64.15070658709453
2019-02-06,64.31946845769575
2019-02-07,64.15792040440944
2019-02-08,63.99635784150192
2019-02-11,64.7276891913919
2019-02-12,65.1733991624221
2019-02-13,66.76876394328835
2019-02-14,66.1427360311393
2019-02-15,66.53506877369044
2019-02-19,66.47160389562109
2019-02-20,66.86828370985455
2019-02-21,67.21447430176254
2019-02-22,67.25368000989259
2019-02-25,67.50096720542237
2019-02-26,66.71281832737206
2019-02-27,66.56241845806085
2019-02-28,67.21898561552511
2019-03-01,66.79958369448077
2019-03-04,67.07146160294454
2019-03-05,66.96299422671399
2019-03-06,66.02010795704015
2019-03-07,64.75470506006998
2019-03-08,63.33601859137959
2019-03-11,64.40762032596122
2019-03-12,65.78727697578246
2019-03-13,65.12493806866941
2019-03-14,65.17265212285064
2019-03-15,65.71496146041692
2019-03-18,65.90730388263404
2019-03-19,66.30644871192429
2019-03-20,66.11844477674933
2019-03-21,65.709177612887
2019-03-22,65.8075148869025
2019-03-25,64.57248984576358
2019-03-26,65.32015071424068
2019-03-27,64.65491715553581
2019-03-28,65.76124198604283
2019-03-29,66.09096206445034
2019-04-01,66.17339524963064
2019-04-02,66.63328294931381
2019-04-03,67.21174530072014
2019-04-04,67.62680546934536
2019-04-05,67.89579275149374
2019-04-08,68.58560540448065
2019-04-09,67.92759842365912
2019-04-10,67.9203784136165
2019-04-11,68.1098290469581
2019-04-12,68.11125482164924
2019-04-15,67.74682988945685
2019-04-16,67.93049351177659
2019-04-17,68.80252717988459
2019-04-18,68.11271071000736
2019-04-22,68.75046297151893
2019-04-23,68.8025422814469
2019-04-24,70.22701467984632
2019-04-25,69.683240397831
2019-04-26,68.96017299042728
2019-04-29,69.66155705952436
2019-04-30,69.09176325053267
2019-05-01,69.67022865838588
2019-05-02,68.22407585797654
2019-05-03,69.39690368307184
2019-05-06,68.7070857827237
2019-05-07,68.49595817495207
2019-05-08,68.22841157182373
2019-05-09,67.37227701413687
2019-05-10,67.39974826999368
2019-05-13,66.2254619134074
2019-05-14,65.99840462303963
2019-05-15,66.0952965269281
2019-05-16,66.15634496972058
2019-05-17,66.24914329060842
2019-05-20,66.34774317309012
2019-05-21,65.46035127730438
2019-05-22,66.47534294924189
2019-05-23,66.01280212062967
2019-05-24,66.46954373924902
2019-05-28,66.18099071718851
2019-05-29,65.63725571178108
2019-05-30,65.20660816975314
2019-05-31,64.7092741491321
2019-06-03,64.49178135899191
2019-06-04,66.28103914849973
2019-06-05,67.25396543113551
2019-06-06,68.97363887886164
2019-06-07,71.37333376845793
2019-06-10,72.84649921115707
2019-06-11,72.57971169782378
2019-06-12,72.40861715993636
2019-06-13,72.78270497272244
2019-06-14,73.04950666650704
2019-06-17,72.40280079104126
2019-06-18,72.04466157721727
2019-06-19,71.11813245015719
2019-06-20,71.80397456643833
2019-06-21,71.8735771854964
2019-06-24,71.46177656263035
2019-06-25,70.99199465126095
2019-06-26,70.6497989516678
2019-06-27,69.85086259785686
2019-06-28,69.70152431700934
2019-07-01,70.64400141900967
2019-07-02,70.66575121534068
2019-07-03,71.2863381336094
2019-07-05,71.26748513566463
2019-07-08,71.17178427548363
2019-07-09,70.71215236162162
2019-07-10,71.25008666138255
2019-07-11,70.10895397107554
2019-07-12,71.36608580089057
2019-07-15,71.91707511727182
2019-07-16,72.45356943459775
2019-07-17,71.4385851356068
2019-07-18,69.80447258783946
2019-07-19,70.22495472371789
2019-07-22,70.01906007583402
2019-07-23,71.72857741296613
2019-07-24,75.49850221314057
2019-07-25,76.3090399727951
2019-07-26,77.6183594299189
2019-07-29,77.68941233400703
2019-07-30,77.10507046675177
2019-07-31,78.11569175843593
2019-08-01,78.33608808867137
2019-08-02,77.57486928164525
2019-08-05,76.54682514835794
2019-08-06,76.03063582943658
2019-08-07,75.47530190703928
2019-08-08,78.63043994600044
2019-08-09,79.20897944074785
2019-08-12,78.85083175340613
2019-08-13,78.46224508419729
2019-08-14,78.69423138743113
2019-08-15,79.27025159849961
2019-08-16,80.00118359568052
2019-08-19,80.92540048882194
2019-08-20,80.07820317613343
2019-08-21,80.63186799418433
2019-08-22,80.93992761266126
2019-08-23,79.62628157253732
2019-08-26,78.76745611241425
2019-08-27,78.96509675205951
2019-08-28,78.19056981148869
2019-08-29,80.48654597753352
2019-08-30,80.43568666057094
2019-09-03,80.09129025893843
2019-09-04,81.09106002709473
2019-09-05,82.14315215597183
2019-09-06,82.03851459047573
2019-09-09,81.34536015034845
2019-09-10,79.12203156039791
2019-09-11,79.43737518497277
2019-09-12,81.23782761058756
2019-09-13,81.62437106209391
2019-09-16,81.61565220139121
2019-09-17,80.57228930843604
2019-09-18,82.06613250451429
2019-09-19,82.21580589486703
2019-09-20,83.96395219369465
2019-09-23,83.37251080967641
2019-09-24,83.25917239444811
2019-09-25,83.06154571903664
2019-09-26,82.95836166067829
