Date,Close
2019-01-02,195.1246795654297
2019-01-03,190.98890686035156
2019-01-04,196.5350341796875
2019-01-07,197.25929260253906
2019-01-08,198.73634338378906
2019-01-09,200.02284240722656
2019-01-10,200.72801208496094
2019-01-11,200.60411071777344
2019-01-14,199.1651611328125
2019-01-15,201.0996551513672
2019-01-16,200.28965759277344
2019-01-17,201.50941467285156
2019-01-18,203.53915405273438
2019-01-22,202.40516662597656
2019-01-23,202.10977172851562
2019-01-24,200.41354370117188
2019-01-25,199.23190307617188
2019-01-28,200.8518829345703
2019-01-29,200.41354370117188
2019-01-30,201.40455627441406
2019-01-31,204.5302276611328
2019-02-01,200.37538146972656
2019-02-04,201.24256896972656
2019-02-05,201.65234375
2019-02-06,201.64280700683594
2019-02-07,199.75088500976562
2019-02-08,198.50872802734375
2019-02-11,199.43556213378906
2019-02-12,202.47412109375
2019-02-13,203.33409118652344
2019-02-14,204.32781982421875
2019-02-15,206.84083557128906
2019-02-19,208.41741943359375
2019-02-20,207.45237731933594
2019-02-21,205.65599060058594
2019-02-22,206.66885375976562
2019-02-25,207.39505004882812
2019-02-26,207.93014526367188
2019-02-27,208.35055541992188
2019-02-28,209.00987243652344
2019-03-01,209.67872619628906
2019-03-04,208.69454956054688
2019-03-05,210.04183959960938
2019-03-06,209.4780731201172
2019-03-07,207.14659118652344
2019-03-08,217.68597412109375
2019-03-11,219.47279357910156
2019-03-12,222.59732055664062
2019-03-13,225.8651885986328
2019-03-14,223.4381561279297
2019-03-15,223.20883178710938
2019-03-18,226.06585693359375
2019-03-19,226.50537109375
2019-03-20,226.4384765625
2019-03-21,228.88462829589844
2019-03-22,226.99270629882812
2019-03-25,226.42893981933594
2019-03-26,228.435546875
2019-03-27,228.76040649414062
2019-03-28,230.48988342285156
2019-03-29,231.3689422607422
2019-04-01,233.3277587890625
2019-04-02,229.80194091796875
2019-04-03,231.69384765625
2019-04-04,233.5284423828125
2019-04-05,234.93304443359375
2019-04-08,235.55413818359375
2019-04-09,234.0157470703125
2019-04-10,234.68460083007812
2019-04-11,230.5089874267578
2019-04-12,231.1874237060547
2019-04-15,235.37258911132812
2019-04-16,234.42660522460938
2019-04-17,234.6368408203125
2019-04-18,234.87571716308594
2019-04-22,232.59202575683594
2019-04-23,234.6559295654297
2019-04-24,236.93008422851562
2019-04-25,234.67507934570312
2019-04-26,232.97422790527344
2019-04-29,233.41375732421875
2019-04-30,234.60818481445312
2019-05-01,230.84344482421875
2019-05-02,231.89450073242188
2019-05-03,233.7386474609375
2019-05-06,233.3660125732422
2019-05-07,229.49615478515625
2019-05-08,230.6045684814453
2019-05-09,233.26805114746094
2019-05-10,236.6693115234375
2019-05-13,231.7830352783203
2019-05-14,232.55905151367188
2019-05-15,234.41778564453125
2019-05-16,237.07171630859375
2019-05-17,237.94358825683594
2019-05-20,238.47055053710938
2019-05-21,239.45738220214844
2019-05-22,239.0549774169922
2019-05-23,238.11602783203125
2019-05-24,236.9375762939453
2019-05-28,235.9890594482422
2019-05-29,230.6045684814453
2019-05-30,231.41893005371094
2019-05-31,229.54107666015625
2019-06-03,230.96865844726562
2019-06-04,235.31837463378906
2019-06-05,237.56993103027344
2019-06-06,240.6837615966797
2019-06-07,245.28260803222656
2019-06-10,246.08741760253906
2019-06-11,246.33648681640625
2019-06-12,246.45147705078125
2019-06-13,248.8275604248047
2019-06-14,249.24913024902344
2019-06-17,250.4755096435547
2019-06-18,251.73060607910156
2019-06-19,252.61207580566406
2019-06-20,256.1474609375
2019-06-21,254.9785614013672
2019-06-24,255.59169006347656
2019-06-25,255.1988983154297
2019-06-26,253.3306121826172
2019-06-27,254.45159912109375
2019-06-28,253.18692016601562
2019-07-01,252.5066680908203
2019-07-02,254.3462371826172
2019-07-03,257.86248779296875
2019-07-05,257.0097351074219
2019-07-08,258.111572265625
2019-07-09,258.6576843261719
2019-07-10,260.046875
2019-07-11,264.952392578125
2019-07-12,267.7308349609375
2019-07-15,268.8230895996094
2019-07-16,268.8901672363281
2019-07-17,269.7619934082031
2019-07-18,271.0554504394531
2019-07-19,269.7141418457031
2019-07-22,268.4302673339844
2019-07-23,268.3631896972656
2019-07-24,269.0626220703125
2019-07-25,268.07574462890625
2019-07-26,269.5799865722656
2019-07-29,268.39190673828125
2019-07-30,267.788330078125
2019-07-31,264.08050537109375
2019-08-01,263.0649108886719
2019-08-02,261.0816650390625
2019-08-05,253.99176025390625
2019-08-06,258.0252990722656
2019-08-07,262.80621337890625
2019-08-08,263.2852478027344
2019-08-09,262.4613342285156
2019-08-12,259.9414978027344
2019-08-13,264.68408203125
2019-08-14,256.9139099121094
2019-08-15,260.1427307128906
2019-08-16,262.6146545410156
2019-08-19,264.0613098144531
2019-08-20,261.5319519042969
2019-08-21,264.1283874511719
2019-08-22,268.1907043457031
2019-08-23,262.5283508300781
2019-08-26,266.7919006347656
2019-08-27,280.1286315917969
2019-08-28,282.15020751953125
2019-08-29,284.77166748046875
2019-08-30,283.03363037109375
2019-09-03,280.4314270019531
2019-09-04,284.3395080566406
2019-09-05,285.15570068359375
2019-09-06,291.6755676269531
2019-09-09,287.1049499511719
2019-09-10,285.18450927734375
2019-09-11,279.12554931640625
2019-09-12,278.3573913574219
2019-09-13,280.2873840332031
2019-09-16,277.2051086425781
2019-09-17,279.81689453125
2019-09-18,280.79632568359375
2019-09-19,276.3793029785156
2019-09-20,274.9677734375
2019-09-23,276.12969970703125
2019-09-24,276.45611572265625
2019-09-25,277.0322570800781
2019-09-26,276.7922058105469
2019-09-27,274.5740966796875
2019-09-30,276.6481628417969
2019-10-01,272.63446044921875
2019-10-02,273.76751708984375
2019-10-03,277.50274658203125
2019-10-04,280.0665283203125
2019-10-07,281.7373046875
2019-10-08,280.2778015136719
2019-10-09,285.0884704589844
2019-10-10,285.3189697265625
2019-10-11,285.7606506347656
2019-10-14,285.6838073730469
2019-10-15,286.51922607421875
2019-10-16,286.8936767578125
2019-10-17,290.3697204589844
2019-10-18,290.8113708496094
2019-10-21,289.1021423339844
2019-10-22,288.0363464355469
2019-10-23,285.49176025390625
2019-10-24,285.2325134277344
2019-10-25,284.70440673828125
2019-10-28,287.04730224609375
2019-10-29,284.0898742675781
2019-10-30,287.9115295410156
2019-10-31,285.9099426269531
2019-11-01,284.92840576171875
2019-11-04,285.6308898925781
2019-11-05,287.90191650390625
2019-11-06,290.20184326171875
2019-11-07,293.7045593261719
2019-11-08,291.21221923828125
2019-11-11,289.49932861328125
2019-11-12,289.172119140625
2019-11-13,291.481689453125
2019-11-14,293.1079406738281
2019-11-15,292.2130126953125
2019-11-18,293.0598449707031
2019-11-19,290.8465576171875
2019-11-20,289.239501953125
2019-11-21,288.9508056640625
2019-11-22,288.0269775390625
2019-11-25,287.77679443359375
2019-11-26,289.8841857910156
2019-11-27,289.4223327636719
2019-11-29,288.5081481933594
2019-12-02,286.17938232421875
2019-12-03,284.52423095703125
2019-12-04,285.3421630859375
2019-12-05,282.0511169433594
2019-12-06,283.83135986328125
2019-12-09,284.0334777832031
2019-12-10,284.6300354003906
2019-12-11,284.16815185546875
2019-12-12,286.1312561035156
